k,oof_ic
1.0,0.03081642293511195
2.0,0.029629331642828865
3.0,0.02810567327864432
4.0,0.028446938058271663
5.0,0.028003072399166974
6.0,0.02790152707374185
7.0,0.02808327373345662
8.0,0.028156813093959905
