k,oof_ic
1.0,0.017927495191252064
2.0,0.01333186109718224
3.0,0.006235931434790531
4.0,0.00594561597747973
5.0,0.004600175483333325
6.0,0.005105518948889859
7.0,0.005242958832589117
8.0,0.005079470133999798
